"ENTREZID","SYMBOL","logFC","logCPM","LR","PValue","FDR"
64231,"MS4A6A",-1.05849016445001,3.86024482382797,16.6861494770951,4.41018129303133e-05,0.000545648513204213
150365,"MEI1",0.84542402403224,4.36395100666793,16.680287197634,4.42383095859112e-05,0.000546811028583546
283209,"PGM2L1",-0.652102402751219,6.23850477212763,16.6737113860967,4.43919255341831e-05,0.00054818271156765
728116,"ZBTB8B",-1.38869183855834,5.5109288312178,16.6677016253979,4.45327870976967e-05,0.000549394412803158
51143,"DYNC1LI1",0.788368846279982,5.00304704871278,16.6606628249088,4.46983396112272e-05,0.000550908107097148
203286,"ANKS6",-1.2522756878715,3.87771642248135,16.6465973655877,4.50310150305751e-05,0.000554476722431076
10174,"SORBS3",-0.922684019057038,4.02517869618541,16.6158773956241,4.57662837489588e-05,0.000562990983342455
5291,"PIK3CB",0.766494433524845,5.81402638767372,16.6054706607109,4.60180917055655e-05,0.000565547388981878
91156,"IGFN1",0.867903702309571,3.75609899326119,16.5953490666618,4.62643364096662e-05,0.000568030606061375
51154,"MRTO4",-0.917778428316249,6.69236938818855,16.5854964990542,4.65053084894898e-05,0.000570444409000373
1111,"CHEK1",-1.12805490334893,4.23349063638641,16.5801707830969,4.66360887706516e-05,0.000571503261341016
10189,"ALYREF",-0.971142429860861,5.53183440048178,16.5712025624478,4.68571519288097e-05,0.00057366541718557
4957,"ODF2",-0.897695326983839,4.25662239876254,16.5621626988101,4.70810473243747e-05,0.000575858100242471
7307,"U2AF1",-0.97101612461503,5.75696966327113,16.5542524186088,4.72778479642367e-05,0.000577573195598176
284390,"ZNF763",-1.29116273288539,2.88559173516171,16.552917945001,4.73111299078086e-05,0.000577573195598176
9050,"PSTPIP2",1.38542970022348,4.90764250735624,16.4974075755752,4.87166387787741e-05,0.000594167354365409
9055,"PRC1",-1.31078843213319,3.83422186810516,16.4858105136549,4.90155345787689e-05,0.000597246158303388
653784,"MZT2A",-0.830430944072421,6.12264700304927,16.4676997799702,4.94860025109984e-05,0.0006019517217816
27231,"NMRK2",-1.08939910199463,4.17010353822006,16.4661784139735,4.95257296190453e-05,0.0006019517217816
11335,"CBX3",0.7712154847251,8.09778761934967,16.4655482104148,4.95421953827252e-05,0.0006019517217816
8761,"PABPC4",-0.830724511557358,8.35865921960465,16.4618700290643,4.96384076435215e-05,0.000602551208930565
343,"AQP8",-1.74190304518714,1.4320294366471,16.4505661753343,4.99352664075934e-05,0.000605582877046805
84300,"UQCC2",-0.702217877559577,4.71942615788558,16.4369662391517,5.02947911423667e-05,0.0006088791580025
79689,"STEAP4",-1.22904868689273,5.17794909674426,16.4367020052158,5.03018020846873e-05,0.0006088791580025
80270,"HSD3B7",-0.584843947519659,7.32501581945647,16.4280634650344,5.05315512603712e-05,0.000610604204661462
5202,"PFDN2",1.09925610940428,5.64213822815186,16.4277722996775,5.05393134002174e-05,0.000610604204661462
2887,"GRB10",1.67988528436915,2.50964205371709,16.425581198156,5.05977641654558e-05,0.000610736392814023
7019,"TFAM",0.789354645418484,4.9957715006657,16.4198156267077,5.0751893990902e-05,0.000612022136259892
64207,"IRF2BPL",1.56191710209479,6.24656531261863,16.4159748633004,5.08548302312158e-05,0.000612688699739718
65997,"RASL11B",-1.75179150246303,3.42617405510557,16.4078793554626,5.10724859182286e-05,0.000614734837526993
396,"ARHGDIA",-0.845759578439926,7.68598294761593,16.391158341212,5.15250168731527e-05,0.000619601582698202
57140,"RNPEPL1",-0.707197176701834,5.8711654878331,16.3765000609731,5.19250382262435e-05,0.000623828379811551
203228,"C9orf72",1.27125923197551,3.91662860857255,16.3740370779243,5.19925583009761e-05,0.000624056337029924
56731,"SLC2A4RG",-1.05913960694417,3.58590232997064,16.3621749818501,5.2318983701478e-05,0.000626290241849893
3635,"INPP5D",-0.805615433834975,6.46373057389369,16.3619856599489,5.23242102028038e-05,0.000626290241849893
10645,"CAMKK2",-0.782564476794678,4.6623158696287,16.3619631252155,5.23248323412513e-05,0.000626290241849893
10403,"NDC80",-2.26803869298875,3.19326604201644,16.3266343644352,5.33093927024598e-05,0.000637481156455927
NA,NA,-1.04333179325329,3.78862632733928,16.3049126626782,5.39239711074974e-05,0.000644180717221266
NA,NA,-1.38107903862605,2.31804581635825,16.3033005394378,5.39698663902997e-05,0.000644180717221266
3093,"UBE2K",0.745990558435886,6.65707071651501,16.2784191846223,5.46832119967856e-05,0.000652089694080408
23516,"SLC39A14",1.28341537361596,3.03107766060617,16.2634834535871,5.51159639484649e-05,0.000656641071879069
1147,"CHUK",0.87879193692591,4.27389524910997,16.2576221973688,5.52867290469369e-05,0.000658065649905902
4209,"MEF2D",1.26985315559853,5.02903671194391,16.2506612213959,5.54902252929873e-05,0.000659876823442509
55824,"PAG1",0.714271936169175,6.21332838126876,16.2349055492579,5.59536108048036e-05,0.000664772335393485
164395,"TTLL9",-1.11489278160238,6.82729369507255,16.2283429333901,5.61477681659915e-05,0.000666187389864353
201229,"LYRM9",-1.22505584570904,3.2721295262417,16.2273783834871,5.6176361774637e-05,0.000666187389864353
3707,"ITPKB",-0.764553431052036,6.4170220313412,16.2089105987256,5.672666328988e-05,0.00067209332404738
9901,"SRGAP3",-0.894649970218548,5.32789155274469,16.205608069303,5.68256416784268e-05,0.000672646062409003
26234,"FBXL5",0.952179554676042,5.85032558430079,16.203550593779,5.68873929907809e-05,0.000672757531643503
114882,"OSBPL8",0.910118974951241,8.07063755286184,16.1842502331554,5.74699532771249e-05,0.000679022288030735
867,"CBL",0.986606077644138,6.54674770939444,16.1810360763231,5.7567550203752e-05,0.00067955083367239
440519,"ZNF724",-1.06278440765749,5.11957170494717,16.1729349751073,5.78142778915956e-05,0.000681837194767395
731220,"RFX8",1.67612350629211,1.54742772635125,16.159534770674,5.82247320601104e-05,0.000685629363727578
585,"BBS4",1.12682279701421,3.72145727680337,16.158957026327,5.82424943749914e-05,0.000685629363727578
3113,"HLA-DPA1",0.99814568319208,5.09907814743128,16.1431377625697,5.87309688697325e-05,0.000690747122434045
55,"ACP3",1.30202551360395,2.35250112175657,16.1238037963296,5.93335705964132e-05,0.000696808137029735
4929,"NR4A2",2.38583067274343,2.06602849190121,16.1231288664604,5.93547187901641e-05,0.000696808137029735
26065,"LSM14A",1.34500885211737,4.58932331130908,16.1032769310108,5.99801599445949e-05,0.000703508171612926
9474,"ATG5",0.842370351396214,4.55955523246473,16.1009128278639,6.00550820284777e-05,0.000703744830880657
154007,"SNRNP48",0.805155224845141,5.13144490683687,16.0915491019863,6.03527588133325e-05,0.000706588993210737
54682,"MANSC1",-0.989789084649535,5.28517914079036,16.0870341285169,6.04968215393773e-05,0.000707631156404636
115939,"TSR3",-0.824645026702262,5.36799786876777,16.0775932116914,6.07991787914117e-05,0.000710521312148725
130340,"AP1S3",-0.988697369843542,5.48773962586005,16.0738900747904,6.09181909825265e-05,0.000711033056205693
79444,"BIRC7",-1.46035453634964,2.20936242530079,16.0723680260759,6.0967174818005e-05,0.000711033056205693
29924,"EPN1",-1.1096418419472,7.22658042252354,16.0710723670133,6.1008904005825e-05,0.000711033056205693
55902,"ACSS2",-0.833903749565666,6.0809172260373,16.0564147159447,6.14829872200613e-05,0.000715909239777073
7320,"UBE2B",0.946780586010571,6.7046705427099,16.038954735992,6.20525462214561e-05,0.000721887313734677
5905,"RANGAP1",-0.740210986904418,6.07569084957067,16.0068349427475,6.31142178546288e-05,0.000733574385643086
4354,"MPP1",-0.634286518978145,7.20238406567699,15.9989006501741,6.33792759679548e-05,0.000735531085590038
718,"C3",0.865624555281922,5.37327689199712,15.9983712689584,6.33970006093942e-05,0.000735531085590038
607,"BCL9",1.45808544348327,1.45232812407345,15.9957030165475,6.3486414451606e-05,0.000735904290149139
5684,"PSMA3",0.911506824540134,6.31883060660008,15.986423746632,6.37983539365937e-05,0.0007388539097792
9091,"PIGQ",-1.09425647820658,3.634247120255,15.9840646973647,6.38779031315209e-05,0.000738891208565034
125988,"MICOS13",-0.800006082017913,5.91860496522234,15.9829202034971,6.3916532393957e-05,0.000738891208565034
252884,"ZNF396",-1.07165620626965,5.58859986915299,15.9524573448094,6.49534038135843e-05,0.000750097764394209
64422,"ATG3",0.875319573652778,5.78783449931538,15.9510230588235,6.50026378479307e-05,0.000750097764394209
653188,"GUSBP3",-2.01598919236261,3.51798362088798,15.9262836488434,6.58577875318885e-05,0.000759102249100875
51181,"DCXR",-0.875243280287122,4.71146228541515,15.9250404196986,6.59010587317446e-05,0.000759102249100875
59274,"TLNRD1",1.16230048528876,4.28192942327097,15.9202880990181,6.60667293294943e-05,0.000760329279794672
84179,"SLC49A3",-0.96472282595724,6.14620267046677,15.901428468846,6.67283351040488e-05,0.000767256482792976
4940,"OAS3",0.984251126461924,6.35926862551171,15.8953425903039,6.6943249977163e-05,0.000768402543776644
84552,"PARD6G",-1.07179877759825,5.5774752195717,15.8952208182714,6.69475572952036e-05,0.000768402543776644
8832,"CD84",-0.934116001455302,10.8147984572408,15.8882343440783,6.71951501014323e-05,0.000770556337693053
7100,"TLR5",-1.52580799601464,2.52365057945219,15.8661507681124,6.7983840515228e-05,0.000778905766330888
25840,"METTL7A",-0.672871336203563,7.19027104008328,15.8569069128863,6.83167329251904e-05,0.000782022797643209
56992,"KIF15",-1.5587638038277,2.06883237388874,15.847350960882,6.86625883848856e-05,0.000785282538868065
157313,"CDCA2",-1.51630609209547,2.50005213367653,15.8328256255372,6.91916753371502e-05,0.000790630210185837
23246,"BOP1",-1.28898340149685,3.10030405999544,15.8280539394331,6.93663778846796e-05,0.000791751598960696
6016,"RIT1",0.828517701264457,5.57763192595708,15.8253566216624,6.94653292006491e-05,0.000791751598960696
11264,"PXMP4",-1.05912904926222,4.80811526898658,15.82510448666,6.94745860464928e-05,0.000791751598960696
3642,"INSM1",1.54075562591106,3.43465665585278,15.8102287897689,7.00229320063982e-05,0.000797293880374003
6659,"SOX4",0.82240969092507,7.65095918607727,15.7970443806982,7.05125721672279e-05,0.000802158509035145
23308,"ICOSLG",-0.907518842904615,5.24369759514801,15.7928012983208,7.06708823870913e-05,0.000803248623418265
5788,"PTPRC",0.865577490919089,8.63170737915714,15.7904145124362,7.07600908985964e-05,0.000803552092315775
79042,"TSEN34",1.09465735907137,5.01902207152419,15.778489939377,7.12074833258929e-05,0.00080791897454047
3459,"IFNGR1",1.39417727217761,5.56981202426967,15.7451033359134,7.24752943854787e-05,0.000821578403285122
112574,"SNX18",0.935156378219952,4.77419513231079,15.7432845483756,7.25450089568748e-05,0.000821644132282489
388969,"C2orf68",-0.809967207181543,5.51757580189228,15.7406163642854,7.26474031936793e-05,0.000822079549343968
91947,"ARRDC4",0.841979859985393,3.5419024359088,15.7348469881472,7.28693061104556e-05,0.000823865373834571
3570,"IL6R",-0.748538138492828,7.08825777184194,15.7237392564485,7.32984558727136e-05,0.000827989147841594
8862,"APLN",-2.43869067557078,1.16091276292068,15.7005006928895,7.42045247933603e-05,0.000837488293431647
253430,"IPMK",1.42817961671723,4.37439962336872,15.698485742632,7.4283616320774e-05,0.000837645515617149
4088,"SMAD3",-1.99346650639313,2.25582865455331,15.6935896644146,7.44761524510679e-05,0.000839080578228289
10849,"POLR1G",-1.73783036623888,4.2869560325551,15.6912144024419,7.45697393576345e-05,0.000839399298986332
51490,"SPOUT1",-0.871478612467719,5.56102980697677,15.6838635822983,7.48601168313193e-05,0.000841930710294497
387700,"SLC16A12",-1.37903064774456,3.02293901388151,15.6678629951799,7.54961226784536e-05,0.000848341483419162
285598,"ARL10",-1.09815267343239,5.93069312622166,15.6582138774288,7.5882289150044e-05,0.000851936093470582
90321,"ZNF766",-0.934022383031144,5.59155837636363,15.6196204435555,7.74468055419042e-05,0.000868742308238376
171484,"FAM9C",-1.12530767024026,4.12853175645627,15.6136287710118,7.76925919084603e-05,0.000870739554475376
7036,"TFR2",-1.55557337795886,3.67503116836316,15.6083627720436,7.7909258032981e-05,0.000871841692552554
88745,"RRP36",-0.873623772193473,6.56819748148374,15.6079425567391,7.79265736867277e-05,0.000871841692552554
5687,"PSMA6",0.686236932024688,7.56711090513493,15.6020809642132,7.81685141839762e-05,0.000873788043334795
79092,"CARD14",-0.918596627179704,5.94217323749577,15.5868529116273,7.88005983243346e-05,0.000880088350529385
4782,"NFIC",0.71349039298067,6.38369188162439,15.5844140133792,7.89023084624755e-05,0.000880459353546113
51056,"LAP3",0.754509549753659,6.33305062324363,15.5819967934301,7.90032448621331e-05,0.000880821086472438
2997,"GYS1",0.829437262470413,4.50188007158579,15.568946816739,7.95504237673917e-05,0.000886153117443518
55684,"RABL6",-0.815307652391159,7.2983321114957,15.5615127237339,7.98638345066004e-05,0.000888874106131903
8034,"SLC25A16",-0.890573823493017,5.7397225417532,15.5594580252749,7.99506765724235e-05,0.000889070888701128
342667,"STAC2",-1.00386129832586,4.43009746932209,15.5533663750861,8.02086996221096e-05,0.000891169259846343
64499,"TPSB2",-1.69124713320929,2.36877946710107,15.5470270106706,8.04781046765568e-05,0.000893390358909445
374291,"NDUFS7",-0.857348092047386,6.60670880141735,15.5442841218123,8.05949516800389e-05,0.000893915533949008
55664,"CDC37L1",0.879919248898772,3.76896778019817,15.5331671283913,8.10702857633004e-05,0.000898412520247609
79155,"TNIP2",1.09650274178826,4.85513847347045,15.5292864847044,8.12368754001621e-05,0.000898550717619445
10538,"BATF",1.23383968235662,3.13600488154476,15.5288518771764,8.12555538173768e-05,0.000898550717619445
5293,"PIK3CD",-0.713668638841896,6.1035018711411,15.5275587229013,8.13111561286126e-05,0.000898550717619445
3557,"IL1RN",0.832193798878628,9.97386878478608,15.5263688359235,8.13623520271516e-05,0.000898550717619445
8496,"PPFIBP1",-0.814578126128328,5.41012204255644,15.5229318561048,8.15104132069686e-05,0.000899413186073461
197370,"NSMCE1",-0.6702541588428,5.42721632113252,15.5155945991141,8.18274015803576e-05,0.000902136575742278
NA,NA,-1.33837989536908,4.80787813900526,15.5123497742717,8.19679816058302e-05,0.000902912085298155
10507,"SEMA4D",0.977473432536051,3.25105008503956,15.4901067259308,8.29382121105299e-05,0.000912605024764952
10393,"ANAPC10",1.22982131523181,2.8435973114913,15.4889289158508,8.29899085142147e-05,0.000912605024764952
NA,NA,-1.01174132715807,3.40889778724464,15.4838173601262,8.32146406822846e-05,0.000914294193137409
51696,"HECA",0.833692665693582,5.99343390222252,15.4769325011344,8.35183051084993e-05,0.000916846978795694
58493,"INIP",-0.758377982751568,6.11064731012172,15.4749391087148,8.36064338701761e-05,0.000917031320308117
128239,"IQGAP3",-0.933123791834027,5.22758629363299,15.4729718168969,8.36935004460266e-05,0.000917203706934077
753,"LDLRAD4",0.914342438513139,4.07671261023388,15.4600872699347,8.42659924443704e-05,0.000922691084218383
201456,"FBXO15",-1.21445735073694,2.22144198321151,15.4554392150436,8.44734825829055e-05,0.000924175845619787
51247,"PAIP2",0.783597046419371,5.97623615752971,15.4153463172221,8.62847143391418e-05,0.000943188777916384
81894,"SLC25A28",1.3819373894695,3.6990018676287,15.4110647806882,8.64804312130939e-05,0.000944525015500698
1823,"DSC1",-1.38981509611826,1.84997096809366,15.4037121339181,8.68175769229915e-05,0.000946838553452403
283991,"UBALD2",0.830626462792458,5.34457956965591,15.4032335264311,8.68395686130208e-05,0.000946838553452403
730005,"SEC14L6",-1.3220317863591,3.62468453591666,15.3937896829891,8.72746551285429e-05,0.000950776009896118
51022,"GLRX2",0.971442778998015,5.47778778156197,15.3906339827571,8.74205295046351e-05,0.000951558769502188
51439,"FAM8A1",1.10887348799366,4.22168644418741,15.3858544585576,8.76419335429975e-05,0.000952434205666154
51174,"TUBD1",-1.09677761451132,5.96930415707987,15.3856991438461,8.76491377131902e-05,0.000952434205666154
223117,"SEMA3D",-1.47598681390181,2.43283380354472,15.3772211561906,8.80432888663832e-05,0.000955909187818713
162514,"TRPV3",-0.987707977301076,6.35252419365353,15.3755620650004,8.81206302803481e-05,0.000955941520889345
89790,"SIGLEC10",1.00500667908889,5.01578832376586,15.3729411328285,8.82429489009181e-05,0.000956461305329934
25813,"SAMM50",-0.596994966374111,5.70287042090188,15.3711074106278,8.83286300805253e-05,0.000956583436971485
478,"ATP1A3",-0.908382446134902,5.09114675168659,15.3531895645799,8.91702643061709e-05,0.000964885309474602
NA,NA,1.27858790679505,3.41076736278374,15.3471405275232,8.94562168651927e-05,0.000967165406057235
3837,"KPNB1",0.630353439891217,8.6179258904734,15.3397571690797,8.98064967688292e-05,0.000970136568036386
197335,"WDR90",-1.12624641864122,4.62077787501005,15.3372922209326,8.9923745397611e-05,0.000970587529039706
2067,"ERCC1",-0.851460061778132,5.11225742070938,15.3199931429193,9.07509448809483e-05,0.000978694124534053
374383,"NCR3LG1",-1.58191795405262,2.20328707356858,15.317655401508,9.08633156677491e-05,0.00097908459590018
168455,"CCDC71L",1.16046701192106,4.82855287633644,15.3138492380163,9.1046570338824e-05,0.000980237572617742
57708,"MIER1",0.701695667894785,6.03070001288905,15.2999197767433,9.17204063994624e-05,0.000986665961728108
284184,"NDUFAF8",-0.673207849200423,5.89871446188798,15.294435269298,9.1987093681343e-05,0.000988707432503064
57677,"ZFP14",-0.863326114300663,5.23404898045708,15.2774519128545,9.28178783631015e-05,0.000996803530791705
3954,"LETM1",-0.644842618420968,6.10632568460594,15.274280063171,9.29738722728519e-05,0.000997645348971211
27147,"DENND2A",-0.932358584605832,5.71826419821625,15.2695202861014,9.32084567497021e-05,0.000999328366569992
54935,"DUSP23",-0.71738509959881,5.63947256855834,15.2443581587732,9.44584991165327e-05,0.00101188667178586
51434,"ANAPC7",-0.687202705525408,5.87830549524025,15.2102375596395,9.61805881543682e-05,0.00102947665339251
652972,"LRRC37A5P",-1.66070711557834,1.46148937139662,15.1991223268306,9.67483763096064e-05,0.00103469249372711
25932,"CLIC4",1.48453601518805,6.45268741300042,15.1813143748637,9.76650814589933e-05,0.00104362811484236
112616,"CMTM7",-0.926686299735627,6.40445905141055,15.16225410237,9.86559399513373e-05,0.00105334062132429
54443,"ANLN",-1.44456345140461,2.67791844842196,15.1590389340618,9.88240766083559e-05,0.00105349386401943
57486,"NLN",-0.671723863413989,6.26411430739306,15.1588455876634,9.8834196811158e-05,0.00105349386401943
23623,"RUSC1",-1.17629565861525,4.00280901777532,15.1430335905496,9.96653739210178e-05,0.00106147339002045
85477,"SCIN",-0.678099563817336,5.87824916697061,15.1391520136446,9.9870486927978e-05,0.00106259393166264
64802,"NMNAT1",-0.930054126648402,6.42397923876822,15.1379157166477,9.99359053582362e-05,0.00106259393166264
107,"ADCY1",-1.04975046037974,4.45891196434511,15.1199842835633,0.000100889607124252,0.00107184785089443
8204,"NRIP1",0.717405441110778,5.15419460321251,15.1162700430966,0.000101088295086547,0.0010730718689823
2870,"GRK6",0.983942208852798,5.10426133759741,15.1009341630918,0.000101912844302622,0.00108093202434836
90411,"MCFD2",0.731827198001595,6.02386433021437,15.0842122640742,0.000102819630359664,0.00108965074053873
51236,"HGH1",-0.992103663369499,3.21264037233946,15.0725712826448,0.000103455680981487,0.00109548828584598
8874,"ARHGEF7",1.13115404918673,4.63839201407243,15.0609616064769,0.000104093965159292,0.00110133985359893
2502,"FTH1P10",1.61130750006517,1.76349673853386,15.0581320645277,0.000104250129275319,0.00110208504262683
55033,"FKBP14",-0.912077074255446,6.15812781319922,15.0395970343078,0.000105278936161771,0.00111204660999142
2729,"GCLC",-0.667191544662657,7.1260194190396,15.0319304179614,0.00010570746173685,0.00111565633877439
990,"CDC6",-1.76420530855197,1.61943510322627,15.0174235420941,0.000106523133311555,0.00112334280452834
79789,"CLMN",0.832891065270002,4.9061142824849,15.0061319600403,0.000107162401860757,0.00112915793108199
10999,"SLC27A4",-1.01283091840351,3.57404387164216,14.9896330326328,0.000108103431737598,0.00113814055281476
684,"BST2",0.663614965067481,6.53269334647684,14.9697935420593,0.000109246013962037,0.00114922873116365
1406,"CRX",-1.07385929493225,4.52599363634912,14.9633919486769,0.000109617277733242,0.00115219141885595
10269,"ZMPSTE24",0.7069593382316,5.62220958682912,14.9529037734425,0.000110228291679165,0.00115685820083298
64792,"IFT22",-0.972530798325012,5.46037403817831,14.9526819391791,0.000110241252121385,0.00115685820083298
55858,"TMEM165",0.812605619237983,6.39980139229838,14.9498802613582,0.000110405069380627,0.00115690714968547
84629,"TNRC18",-0.782984135767599,6.03516478666846,14.9495241360927,0.000110425909969978,0.00115690714968547
23179,"RGL1",-0.891556042025485,4.74820646020914,14.945698965695,0.000110650010260362,0.00115831097874344
80746,"TSEN2",-1.42537137204003,3.22003987817702,14.9422582419664,0.000110851978503925,0.00115948102820826
64434,"NOM1",-0.858985930186279,4.99629743629928,14.9357290722574,0.000111236257208087,0.00116255454179671
64645,"MFSD14A",1.37139618676436,4.10551749272992,14.9268989757457,0.000111758092277619,0.00116705952577481
84904,"ARHGEF39",-0.97663624650822,5.07807277137869,14.9158795374962,0.000112412769171872,0.00117294330170812
93663,"ARHGAP18",0.67961706710581,7.1561902607787,14.9111624824041,0.000112694193147861,0.00117492607697953
10036,"CHAF1A",-0.816703293110635,4.54144037934982,14.9069517483167,0.00011294600853666,0.00117659719589852
3566,"IL4R",0.768149638672432,5.97911558989109,14.9028742718429,0.000113190394442885,0.00117818827575975
1043,"CD52",-0.858101502083012,10.8460385437404,14.8903266137086,0.000113945789764296,0.00118509152703886
643988,"FNDC10",-0.998966257012638,4.01002813406631,14.8845350364526,0.000114296164422533,0.00118777461087443
6455,"SH3GL1",-0.622409326698667,5.85149619659472,14.8689886106217,0.000115242052804029,0.00119653521405842
4145,"MATK",-0.723812168324459,5.46274225177489,14.8676260243913,0.000115325331016599,0.00119653521405842
6741,"SSB",0.693971791452642,6.83576470291545,14.8586814171921,0.000115873511346244,0.0012012532164161
79745,"CLIP4",-0.644462667447273,6.96749365623171,14.8557880871899,0.000116051393161372,0.00120212784777553
143686,"SESN3",-0.982873012361095,4.3907674044342,14.8374842096611,0.000117183102234858,0.00121287341322794
10000,"AKT3",1.61266857259152,3.08566662743436,14.8297557060631,0.000117664276695741,0.0012168739154656
392307,"FAM221B",-0.870017490517381,4.95287929161105,14.8271415632744,0.000117827482214374,0.00121758222175706
23625,"FAM89B",0.893953248892567,6.13460276444785,14.8228856037889,0.000118093676849375,0.00121935278385439
9319,"TRIP13",-1.11284941327004,3.94040148693514,14.8181236567742,0.00011839223680448,0.00122145441743306
5045,"FURIN",0.732568994588738,6.60417200853318,14.8087716563177,0.000118980792651331,0.0012265421728411
828,"CAPS",-1.57927644167914,4.17142072601521,14.7756581929199,0.000121088523292566,0.00124727000554963
1857,"DVL3",0.730428370529962,4.70968528956885,14.7728036255294,0.000121271971929048,0.00124815948690786
8208,"CHAF1B",-1.28928517819869,3.9231305597323,14.7698865471872,0.000121459726859398,0.00124909183102205
220134,"SKA1",-1.38239005163072,4.44583852124938,14.7682015645498,0.000121568312437908,0.00124920915778522
27341,"RRP7A",-0.77920258568655,5.67452098615348,14.7541776183875,0.000122475859284441,0.00125749068503952
55789,"DEPDC1B",-1.95252625214279,1.02915098488486,14.7527307143533,0.000122569881630067,0.00125749068503952
65980,"BRD9",-0.896199902370964,5.72562202777892,14.7329876549738,0.000123860103770086,0.00126971422166224
3911,"LAMA5",-1.43554648455867,1.68848370430988,14.7243237893218,0.000124430601153692,0.00127454611779339
9990,"SLC12A6",-0.733515958819448,7.27676022097717,14.712755583151,0.000125196469528853,0.00128136991703297
51322,"WAC",0.645773212979627,7.52082982584637,14.7008660120862,0.000125988559195508,0.0012877302376334
9615,"GDA",-1.22884015183557,6.4398825047771,14.7004217652123,0.000126018252737676,0.0012877302376334
6793,"STK10",-0.633133462862551,7.20032418761114,14.6899621461605,0.00012671941491713,0.00129386662331986
6837,"MED22",-0.78002426525309,4.65117844369422,14.6785960222231,0.000127485798374592,0.00130065868103602
201562,"HACD2",-0.976453206370118,5.53900381483513,14.6722570882119,0.000127915238630317,0.00130347474555975
114780,"PKD1L2",-1.38272117387358,3.62912211115776,14.6715296176381,0.000127964615238927,0.00130347474555975
51604,"PIGT",-0.769460885381381,7.14702913472487,14.6636750867448,0.000128498960169088,0.00130788134043834
1477,"CSTF1",-0.901914467201396,4.2501233138404,14.6502699084789,0.000129416110062109,0.00131520570692245
7570,"ZNF22",1.08781139399965,2.98303696853286,14.6501666729697,0.000129423198697542,0.00131520570692245
51647,"CIAO2B",1.30092511501812,5.95947525797941,14.6458936100186,0.000129716950478751,0.0013171496037949
340385,"ZNF517",-1.17711892292639,4.40577105449715,14.6373709547466,0.000130304846559906,0.00132207482441009
342926,"ZNF677",-0.855878507991224,5.48063143251404,14.6299649494776,0.00013081789355588,0.00132623345556848
5997,"RGS2",1.45129688848094,6.39074508779751,14.6238224326832,0.000131244955579516,0.00132877369473115
6295,"SAG",-1.63798934829673,3.72768330107406,14.6233883003368,0.000131275191933766,0.00132877369473115
126868,"MAB21L3",1.08108908227621,7.99159396466102,14.6122145714591,0.000132055835105777,0.00133562372957102
11108,"PRDM4",1.03024468422723,3.91349019330369,14.6070979264129,0.000132414863624807,0.00133807431675279
10312,"TCIRG1",-0.869784223162791,9.20248307999522,14.6047019873777,0.000132583321306966,0.00133807431675279
118980,"SFXN2",-1.20771469164944,4.64317459264412,14.6043171524002,0.000132610399030965,0.00133807431675279
10023,"FRAT1",1.20473944055984,2.88707739108103,14.6015453625906,0.000132805591989549,0.00133899285100052
8292,"COLQ",-1.16963265889191,2.47237949331225,14.5869456812791,0.00013383850459803,0.00134834951144802
83878,"USHBP1",-1.28066549196658,4.73025523218734,14.5702930052215,0.000135026542725366,0.00135925309846091
4710,"NDUFB4",1.25412841474786,6.98238281116364,14.5591258715405,0.000135829172096655,0.00136626291651213
163087,"ZNF383",-0.910876896105216,5.64171764923622,14.5551221928414,0.000136118101842676,0.00136685061200819
10581,"IFITM2",1.23627667669127,5.23033524002178,14.5546341271978,0.000136153365908419,0.00136685061200819
23052,"ENDOD1",0.798132250865225,3.69707972331255,14.5538978167504,0.000136206583740372,0.00136685061200819
9120,"SLC16A6",1.11649425929292,3.57057996054616,14.5341315501447,0.000137643071524842,0.00138018852141329
2195,"FAT1",-1.71465608024312,2.32668569438921,14.5271614595026,0.000138153243359162,0.00138422442975996
113691,"TUBA3FP",-1.21329484195243,3.56824462221052,14.5251334896972,0.000138302036702209,0.00138463604502095
10654,"PMVK",-0.71470882187478,4.28295110050126,14.5233172679869,0.000138435430914876,0.00138489296841302
11157,"LSM6",1.17148944286377,3.37981894312468,14.5037456736053,0.000139881131656526,0.00139826745524467
83449,"PMFBP1",-1.26965031514211,3.57596277681355,14.4987434433794,0.000140253065748077,0.00140089600636483
56851,"EMC7",1.62254474985624,6.04997259069647,14.494754092952,0.000140550402115583,0.0014027759465806
51592,"TRIM33",0.808945959993238,6.96297849144039,14.4733670649788,0.000142155287156705,0.00141769295298638
142913,"CFL1P1",1.7058079534703,1.18556395913127,14.4712915653863,0.000142312011746447,0.00141815574496168
9060,"PAPSS2",0.725057917867731,4.82791743572444,14.4589841441899,0.000143244947754704,0.00142634686552031
3021,"H3-3B",0.629985153894015,8.62553006687139,14.4475068768508,0.000144120504251963,0.00143247817243172
388165,"UBE2Q2P1",-0.901597950454978,5.64014303178894,14.4473224702723,0.000144134615816669,0.00143247817243172
9749,"PHACTR2",0.580498117872781,6.52625775410678,14.4465335587556,0.000144195002343574,0.00143247817243172
80204,"FBXO11",0.671359328298016,5.47489049242638,14.4383072280144,0.00014482619923724,0.00143763767659824
81502,"HM13",-0.569565759826923,8.2537008908144,14.4261314713999,0.000145765540984752,0.00144584570166588
65055,"REEP1",-1.19835539703954,1.91258291538472,14.4244222074786,0.000145897898334612,0.00144604277801961
51141,"INSIG2",1.35549026712903,3.59649150995054,14.4177381030896,0.000146416646841998,0.0014500662520446
