"ENTREZID","SYMBOL","logFC","logCPM","LR","PValue","FDR"
9953,"HS3ST3B1",4.77511701828466,3.1083525836059,92.3856421727025,7.13297211925206e-22,1.79792856064677e-19
11213,"IRAK3",1.67338470943984,5.37421030309986,92.3014489675571,7.442978382882e-22,1.83999013676823e-19
3685,"ITGAV",1.94682423861978,6.51474587379214,92.0557238169104,8.42698515728703e-22,2.04394139994198e-19
285590,"SH3PXD2B",2.3871597728636,4.08751380405702,91.648945143967,1.03501078634614e-21,2.46390067749622e-19
7153,"TOP2A",-2.15477218512056,5.73902265923692,89.4703947764696,3.11261676005145e-21,7.27503426372025e-19
64116,"SLC39A8",2.43856303136959,7.58001764892353,89.3953622855392,3.23293571467912e-21,7.42131939503573e-19
8942,"KYNU",2.40630089032263,7.65876146816847,89.3570676486298,3.29612527608603e-21,7.43362989896243e-19
2214,"FCGR3A",1.85127414367208,6.19213832329868,88.7534376347326,4.47219596365781e-21,9.91208260565882e-19
653361,"NCF1",2.95326461587786,5.78391699115904,88.3208343038053,5.56541736582482e-21,1.21260068199454e-18
79931,"TNIP3",4.14658448925626,2.90242095336059,87.9573089757378,6.68825184344295e-21,1.43295795745765e-18
629,"CFB",3.97394330468229,3.07100614455339,86.244856711603,1.5898034113857e-20,3.35031522186282e-18
10859,"LILRB1",2.89746214740334,3.99965554645427,85.9859752812374,1.8121629868603e-20,3.75731535420792e-18
54757,"FAM20A",2.93091247357408,4.18456999287901,85.8830428100102,1.90898769321549e-20,3.88078768353654e-18
64005,"MYO1G",3.91607791198622,2.86988394116724,85.8592533490602,1.93209188445227e-20,3.88078768353654e-18
8337,"H2AC18",1.67088836997615,6.14043639252688,85.789278780586,2.00168484928903e-20,3.95871672886315e-18
57214,"CEMIP",5.00912875282649,3.40704341862128,84.2197389380139,4.42728298998433e-20,8.62313982367403e-18
26253,"CLEC4E",3.33564092289231,6.49864365684359,83.399716445156,6.70316091156348e-20,1.28610647042013e-17
8685,"MARCO",2.92298855157304,6.91289219312306,82.8980779941172,8.63951451833644e-20,1.63324939901787e-17
29126,"CD274",2.54965105875589,5.44669171911963,82.6204143791602,9.94248958715184e-20,1.85232903830198e-17
2040,"STOM",2.00792100180818,6.92076274563495,82.3825994459936,1.12136658770734e-19,2.05930964071112e-17
338382,"RAB7B",-1.896334286494,6.05112418771212,82.2573130155963,1.19474747010828e-19,2.16316601806225e-17
5265,"SERPINA1",3.39245695127036,3.1056162452864,82.0865475265748,1.30256159628456e-19,2.32561518336638e-17
710,"SERPING1",3.37027765754894,4.39201673811059,81.8107128247259,1.49764569592105e-19,2.63729252343358e-17
8038,"ADAM12",3.16267921335686,3.21578974216805,81.1036302708254,2.14186146796852e-19,3.72076069874801e-17
2710,"GK",3.02118210476295,6.05746787748112,80.3051804952943,3.20826841532591e-19,5.49897206386861e-17
3624,"INHBA",4.9612389887812,6.29069361382711,79.0635129343786,6.01449354888963e-19,1.01731992856548e-16
2681,"GGTA1",-2.67896722932546,4.00711127113567,78.8447881411254,6.71864590461205e-19,1.12166484550374e-16
84689,"MS4A14",2.78745611534097,3.51234709641336,78.7643825197303,6.99774116339656e-19,1.15328157250593e-16
5359,"PLSCR1",2.61020729371591,5.30195764882676,78.1877312050306,9.36986759695033e-19,1.52467908808603e-16
1063,"CENPF",-1.92813214026097,5.2697256744238,78.0349303265873,1.01234440351108e-18,1.62671091339187e-16
4323,"MMP14",1.66537126852033,8.02692470042997,77.7983016400819,1.14118245146856e-18,1.81109881649732e-16
6359,"CCL15",6.32063439782833,2.11305492630643,77.7425966962775,1.17382412703589e-18,1.84018404305443e-16
140738,"TMEM37",-2.73829352230059,3.85526811976874,76.5522079565115,2.1446755665317e-18,3.32166318165843e-16
929,"CD14",2.28625219312183,8.36021381371267,75.9096871824245,2.9693974761003e-18,4.54423863753206e-16
84557,"MAP1LC3A",2.17672139788133,3.63091930426526,75.7912122673902,3.15301186572664e-18,4.73656957433802e-16
4312,"MMP1",5.14683353027054,3.97359389542274,75.7813701654329,3.16876688753847e-18,4.73656957433802e-16
100,"ADA",2.20177316412447,4.50352808916564,75.6821722272434,3.33202478564623e-18,4.92335386430832e-16
9242,"MSC",3.3712539689112,4.50450833958164,75.6010503876184,3.47176803816875e-18,5.07154296939311e-16
5141,"PDE4A",1.47050714506514,5.73679700281545,75.4195138967106,3.80609748429349e-18,5.49745878208908e-16
1439,"CSF2RB",2.2865229701161,3.88440563171301,74.7940245348755,5.22476039227398e-18,7.46269942696467e-16
10148,"EBI3",6.40170838318582,1.62140156423116,74.7442379570881,5.35819304936374e-18,7.56918369775504e-16
272,"AMPD3",1.60233877986243,6.60926940519608,73.5788284209097,9.66963033417039e-18,1.35112062984522e-15
960,"CD44",2.09125638420593,9.10229133350469,71.631776901179,2.59346221259677e-17,3.58483405837972e-15
54210,"TREM1",3.70761805876723,2.72151052184034,71.1971347340217,3.23257207951482e-17,4.4207142640599e-15
23166,"STAB1",-2.93718410348721,6.37778031230923,70.9998722594896,3.57248018440122e-17,4.83412976531344e-15
401647,"GOLGA7B",-1.66421017864357,4.24023137163812,70.8118486034435,3.92969878132358e-17,5.26211227436611e-15
4907,"NT5E",4.60438028566354,2.20418915996962,70.6100120393977,4.3530227037558e-17,5.76887699554441e-15
53831,"GPR84",2.62736747948911,4.32520144530896,69.8887308793909,6.27458970800013e-17,8.23059700983078e-15
6364,"CCL20",6.59740469544104,2.81290644836559,69.6976740743703,6.91275710592275e-17,8.97611036329666e-15
65108,"MARCKSL1",3.37918433089031,1.89448484950066,69.6605823605642,7.04398059286615e-17,9.05503705212944e-15
9263,"STK17A",1.73572880045965,5.62706165500168,69.5318548054609,7.51903032937568e-17,9.5700133548638e-15
4288,"MKI67",-2.05681199039572,5.78775990819612,69.3201622248884,8.37094693636459e-17,1.0549855183036e-14
6280,"S100A9",1.56990406527721,8.33921706674016,69.2637310203142,8.61391422498809e-17,1.07506667341963e-14
4170,"MCL1",1.90160584425444,8.04159706686173,68.8926332639042,1.0397247549441e-16,1.28515978123139e-14
10318,"TNIP1",1.58444031729627,7.34367527691584,68.5389775134639,1.24394434801446e-16,1.52294329464056e-14
10964,"IFI44L",3.18098246991304,4.59859766102038,68.2627080648801,1.43101835774952e-16,1.72738438322039e-14
7422,"VEGFA",3.08103132733765,4.44298102756904,68.253375215369,1.4378073045864e-16,1.72738438322039e-14
162394,"SLFN5",1.43164827844249,5.81707112903266,67.4651081122707,2.14448876591444e-16,2.55253732276205e-14
2355,"FOSL2",1.52940712759895,6.16450254314237,67.3706426030309,2.24974110926622e-16,2.65324972106581e-14
10417,"SPON2",-1.76493443820718,8.70478341960849,67.133294586717,2.53756464811578e-16,2.96549032286622e-14
56937,"PMEPA1",3.21833355225882,3.95172690211576,66.9107755313735,2.84077867017322e-16,3.28992881126818e-14
54541,"DDIT4",3.26306557336609,5.00117643869058,66.8159743122941,2.98072913852204e-16,3.42118509604471e-14
5168,"ENPP2",5.82739847860467,3.8615756155181,66.5544797358657,3.40355705722954e-16,3.87192265227308e-14
1117,"CHI3L2",2.96861859525217,4.06456276445917,65.5894843920882,5.55342864717221e-16,6.26222151398235e-14
1545,"CYP1B1",1.95127373793088,9.07826092805756,64.8497614617564,8.08318639406298e-16,9.03559661701562e-14
54498,"SMOX",2.20336033034144,3.68528588348163,63.8996805923956,1.30918875356416e-15,1.45082943336786e-13
3675,"ITGA3",-1.62249211932266,6.8001693830201,63.5909986238788,1.53127276716768e-15,1.68243687367013e-13
4082,"MARCKS",1.58330683982017,7.7382394573034,63.4781981286658,1.62151557514884e-15,1.76649006089308e-13
8522,"GAS7",-1.31368554306444,7.58684404284966,63.3542880166797,1.72679076767965e-15,1.86536935449764e-13
6504,"SLAMF1",4.01801598377555,2.17465705697528,63.2110585379388,1.85702884353204e-15,1.9893421486337e-13
169792,"GLIS3",2.86758684114823,2.60411788285564,63.1714111357269,1.8947861865848e-15,2.0130145808717e-13
90853,"SPOCD1",-1.31019905531806,7.60524786439286,62.7787900742899,2.31276058445369e-15,2.43692928796329e-13
84159,"ARID5B",1.77054310416198,5.79144740958296,62.3528080201735,2.871217510753e-15,3.00077244721381e-13
60386,"SLC25A19",1.55475337730223,5.17048578742184,62.1372204026393,3.2033915241847e-15,3.32093532608019e-13
10544,"PROCR",3.6467966973926,3.35774245962896,61.7926202969718,3.81601814115315e-15,3.9243930563619e-13
5008,"OSM",4.25241013984389,2.23766281572836,61.6087224316279,4.1895858397367e-15,4.27437507696947e-13
115362,"GBP5",2.77202159833003,4.28345994543893,61.4993874144764,4.42880925779119e-15,4.48286165424455e-13
135,"ADORA2A",6.45020654072361,2.7078424222794,61.2934782469556,4.91706389347926e-15,4.93819190239655e-13
57655,"GRAMD1A",1.67315925199384,6.27896870371249,61.2276480368846,5.08425101070279e-15,5.06651525136312e-13
4792,"NFKBIA",2.01431771526435,8.63070070381455,61.1982228788157,5.16080913242619e-15,5.10324626133374e-13
5724,"PTAFR",1.27636398834378,7.17709763371212,60.1483228189369,8.79718248422888e-15,8.63265502555437e-13
7076,"TIMP1",2.0248295228185,7.64773927938229,60.0707623041787,9.15076099056877e-15,8.91159337376982e-13
1356,"CP",3.0449628565175,2.24269944631362,60.0010963214133,9.48045534638779e-15,9.1632521411891e-13
1594,"CYP27B1",3.11440120902172,6.51759486241189,59.7040772027119,1.10247907285008e-14,1.05763943891699e-12
4208,"MEF2C",-1.86884581495427,5.96525993171176,59.6245672339781,1.14793190211249e-14,1.09308626678933e-12
4900,"NRGN",-2.62601008203453,4.49794312395617,58.9959704679591,1.57995185245238e-14,1.49134959651455e-12
338442,"HCAR2",4.39320888465817,1.25886107720789,58.984262524147,1.58938074463239e-14,1.49134959651455e-12
51378,"ANGPT4",-3.37257649522522,1.57119616562403,58.4821893405802,2.05139647214274e-14,1.91092040937645e-12
3985,"LIMK2",2.04827461057999,4.14348388472154,58.3581975226618,2.18484376517857e-14,2.02058752527845e-12
154,"ADRB2",-2.89093116178034,2.16577267254228,58.2832062818475,2.26973367288688e-14,2.08410188321149e-12
10962,"MLLT11",1.96153668165495,3.7849438826752,58.187971024349,2.38231300436365e-14,2.17195983482941e-12
22974,"TPX2",-2.09886712229821,3.87732202063097,57.8310098408812,2.85631197959242e-14,2.57240395269522e-12
6359,"CCL15",6.72519209434644,1.19048875113182,57.8273977613463,2.86156176768118e-14,2.57240395269522e-12
5142,"PDE4B",4.30758773934571,2.5257772409534,57.78272776824,2.92728856452891e-14,2.61321489562633e-12
6556,"SLC11A1",1.4035032026181,7.88745068850853,57.5218922959143,3.34238308154157e-14,2.96319548367013e-12
23710,"GABARAPL1",1.23140771324296,6.85719818781877,57.1344951039696,4.07003943349831e-14,3.583586090248e-12
6372,"CXCL6",5.3796820233776,1.31846075112892,56.9520466474601,4.46569306883181e-14,3.90520302039679e-12
654,"BMP6",4.95779355506141,1.06839196079635,56.8936000580348,4.60040559975632e-14,3.9958252692478e-12
771,"CA12",3.09010009451837,5.30598803373211,56.8616293969129,4.67580687243581e-14,4.03406022450754e-12
602,"BCL3",2.40754198046371,4.38135138775307,56.5986769708038,5.34477911602356e-14,4.58047570243219e-12
26286,"ARFGAP3",1.44271161544559,5.95595094037549,56.2096948544548,6.51395505208037e-14,5.54548954930418e-12
2683,"B4GALT1",2.52787243978553,7.24228214248789,55.8547385788842,7.80284391721043e-14,6.5990499049829e-12
199675,"MCEMP1",5.12536524998697,2.3157024795766,55.7114730003566,8.39270444090279e-14,7.05151735868009e-12
1808,"DPYSL2",1.16195860962058,7.08180846317073,55.4414554843625,9.62843175447689e-14,8.0372396236234e-12
6362,"CCL18",5.03825938206438,2.69170984320749,55.3166730634817,1.02594656724286e-13,8.50873749800449e-12
4084,"MXD1",2.96645994995773,5.33570829278845,55.0830970547943,1.15540264361656e-13,9.52096216903265e-12
7185,"TRAF1",1.72956426608012,4.37209895818915,54.7913059327272,1.34032382097121e-13,1.09744348526018e-11
1440,"CSF3",6.82253773447262,1.25728459961585,54.6971443994511,1.40610453654161e-13,1.14401733020521e-11
124599,"CD300LB",-1.82163469877944,5.14295122722278,54.6772662772587,1.42039902626361e-13,1.14837921274332e-11
2752,"GLUL",2.13719990985942,7.99502653100448,54.326275326771,1.69815902617135e-13,1.36436464258954e-11
694,"BTG1",1.82915100654288,8.19839974443068,54.0085356109944,1.9962054109188e-13,1.59386463089199e-11
145773,"FAM81A",-1.99772453783982,3.19131287771972,53.7939462818463,2.22657719895055e-13,1.76683024027835e-11
3055,"HCK",2.1489208369792,6.90048961248619,53.7223816362545,2.30917594409923e-13,1.82113231665004e-11
259307,"IL4I1",1.68886377691261,5.24186498269337,53.654742978492,2.39005991658717e-13,1.87342806266635e-11
80233,"FAAP100",-2.22509949746732,5.12005612421942,53.3980694849036,2.72364379849748e-13,2.12196612301122e-11
6693,"SPN",-1.09722312669794,8.7018642349036,53.1113218627787,3.15170609086279e-13,2.43164312274454e-11
10018,"BCL2L11",2.29412557905505,3.27121286201104,53.1068056283462,3.15896072733052e-13,2.43164312274454e-11
150763,"GPAT2",-1.29842068419171,5.53828157572102,52.9951620202099,3.34370926636826e-13,2.54381183322121e-11
6303,"SAT1",1.55716421554691,10.4001437068431,52.9948404591008,3.34425670800766e-13,2.54381183322121e-11
10053,"AP1M2",3.65805045729692,2.39500003775083,52.9808612814504,3.36814245540299e-13,2.54691007436503e-11
7097,"TLR2",2.21186000422632,4.79774968891665,52.7617734495099,3.76559303530015e-13,2.83080108004582e-11
5552,"SRGN",2.77324782941463,9.90708866717249,52.6936777323674,3.89844011328103e-13,2.91363067768766e-11
80149,"ZC3H12A",2.87294045256084,5.17080554896614,52.2454284642213,4.8979831277142e-13,3.63951289634486e-11
7298,"TYMS",-2.59795817952853,3.59329063420647,52.0419747138087,5.4326810977269e-13,3.99441511248661e-11
57007,"ACKR3",5.45405468250495,2.2009445747261,52.0401437877635,5.43774908350959e-13,3.99441511248661e-11
10228,"STX6",1.17816989640455,5.18271970747294,51.8432809119316,6.01120295187528e-13,4.39056897422481e-11
3597,"IL13RA1",1.08891234835056,6.60225015733088,51.7992486952474,6.14753283285793e-13,4.46477596420275e-11
26262,"TSPAN17",-1.21547853418872,6.18722952205728,51.6398455158496,6.66745968593329e-13,4.81517945295913e-11
6515,"SLC2A3",1.44562068666716,6.806436209577,51.4231932219944,7.44537161862196e-13,5.34694146130644e-11
129607,"CMPK2",2.62274047873192,2.81729479849322,51.2079903063856,8.30797721498701e-13,5.93328039436989e-11
23135,"KDM6B",2.05114312483536,3.61450515648836,51.0557678123363,8.97787046478826e-13,6.37627208977089e-11
10990,"LILRB5",-3.37075385890214,2.4673523843976,50.9424668451773,9.51133450623008e-13,6.7180332460213e-11
51466,"EVL",-1.53876092266557,8.5629399425982,50.6965092101149,1.07811141051014e-12,7.53586184822687e-11
64218,"SEMA4A",1.89832120130226,4.09096641604302,50.6955374489629,1.07864533650233e-12,7.53586184822687e-11
55332,"DRAM1",1.17732938571375,6.62803656430946,50.66138750628,1.09757772977345e-12,7.62668200877714e-11
10859,"LILRB1",1.50298386041314,6.19840049649723,49.4304578648143,2.05529742755773e-12,1.42047572211046e-10
2643,"GCH1",3.56464872756256,2.14711653952241,49.0394550780178,2.50865254758242e-12,1.7245309357846e-10
5721,"PSME2",1.16011350896711,7.91935657078328,48.7751965110894,2.87047082829164e-12,1.96276077115367e-10
55244,"SLC47A1",-1.37227377954058,4.15227784321002,48.7044803214217,2.97585830792928e-12,2.02405600785349e-10
316,"AOX1",2.8936624048591,1.89588724914471,48.6065089521958,3.12829241150172e-12,2.11653678683445e-10
338785,"KRT79",-2.29288294176499,2.85082907797427,47.7148183351026,4.92951511015252e-12,3.31774433199009e-10
3552,"IL1A",4.89569135495754,2.50377562896946,47.5164220553184,5.45450879647004e-12,3.65196409263658e-10
